sales_id,order_id,product_id,price_per_unit,quantity,total_price,,,,,,,,,
49,12,632,115,2,230,,,,,,,,,
50,12,846,100,3,300,,,,,,,,,
51,12,180,112,1,112,,,,,,,,,
52,13,217,105,2,210,,,,,,,,,
53,13,95,96,3,288,,,,,,,,,
54,13,800,114,2,228,,,,,,,,,
55,13,835,95,1,95,,,,,,,,,
56,13,1249,91,2,182,,,,,,,,,
57,13,753,102,2,204,,,,,,,,,
58,13,114,115,3,345,,,,,,,,,
59,14,1202,90,2,180,,,,,,,,,
60,14,227,105,3,315,,,,,,,,,
61,14,108,115,2,230,,,,,,,,,
62,14,91,96,3,288,,,,,,,,,
63,14,909,113,2,226,,,,,,,,,
64,15,699,119,3,357,,,,,,,,,
65,15,1195,90,3,270,,,,,,,,,
66,15,291,93,2,186,,,,,,,,,
67,15,972,119,3,357,,,,,,,,,
68,15,1212,90,2,180,,,,,,,,,
69,16,7,114,3,342,,,,,,,,,
70,16,381,92,3,276,,,,,,,,,
71,16,17,114,2,228,,,,,,,,,
72,16,297,93,2,186,,,,,,,,,
73,16,28,114,1,114,,,,,,,,,
74,16,934,104,1,104,,,,,,,,,
75,16,324,108,3,324,,,,,,,,,
76,16,578,90,2,180,,,,,,,,,
77,16,273,117,1,117,,,,,,,,,
78,17,132,115,2,230,,,,,,,,,
79,17,791,114,2,228,,,,,,,,,
80,17,463,110,1,110,,,,,,,,,
81,17,1066,94,2,188,,,,,,,,,
82,18,35,119,1,119,,,,,,,,,
83,18,970,119,3,357,,,,,,,,,
84,18,285,93,1,93,,,,,,,,,
85,18,1110,99,3,297,,,,,,,,,
86,18,452,92,1,92,,,,,,,,,
87,19,71,96,1,96,,,,,,,,,
88,19,347,108,2,216,,,,,,,,,
89,19,316,108,2,216,,,,,,,,,
90,19,809,95,3,285,,,,,,,,,
91,19,682,119,3,357,,,,,,,,,
92,20,596,118,2,236,,,,,,,,,
93,20,85,96,3,288,,,,,,,,,
94,20,571,90,1,90,,,,,,,,,
95,20,1114,99,3,297,,,,,,,,,
96,20,514,109,3,327,,,,,,,,,
97,20,681,119,1,119,,,,,,,,,
98,20,1114,99,1,99,,,,,,,,,
99,21,7,114,1,114,,,,,,,,,
100,21,298,93,2,186,,,,,,,,,
101,21,906,113,2,226,,,,,,,,,
102,22,20,114,1,114,,,,,,,,,
103,22,1040,95,2,190,,,,,,,,,
104,22,134,115,1,115,,,,,,,,,
105,22,172,116,2,232,,,,,,,,,
106,22,321,108,3,324,,,,,,,,,
107,22,912,104,1,104,,,,,,,,,
108,23,238,105,2,210,,,,,,,,,
109,23,809,95,3,285,,,,,,,,,
110,24,8,114,1,114,,,,,,,,,
111,24,852,100,2,200,,,,,,,,,
112,25,736,102,3,306,,,,,,,,,
113,25,593,90,2,180,,,,,,,,,
114,26,808,95,2,190,,,,,,,,,
115,26,154,116,3,348,,,,,,,,,
116,26,453,92,1,92,,,,,,,,,
117,27,302,93,2,186,,,,,,,,,
118,27,823,95,1,95,,,,,,,,,
119,27,360,92,1,92,,,,,,,,,
120,27,430,92,1,92,,,,,,,,,
121,27,1027,95,3,285,,,,,,,,,
122,27,603,118,1,118,,,,,,,,,
123,27,843,100,2,200,,,,,,,,,
124,28,19,114,2,228,,,,,,,,,
125,28,226,105,2,210,,,,,,,,,
126,28,1158,98,1,98,,,,,,,,,
127,28,730,112,1,112,,,,,,,,,
128,28,2,114,2,228,,,,,,,,,
129,28,761,102,2,204,,,,,,,,,
130,28,684,119,3,357,,,,,,,,,
131,28,922,104,2,208,,,,,,,,,
132,28,1053,94,2,188,,,,,,,,,
133,28,1259,91,3,273,,,,,,,,,
134,28,803,114,2,228,,,,,,,,,
135,29,633,115,1,115,,,,,,,,,
136,29,907,113,3,339,,,,,,,,,
137,29,246,117,2,234,,,,,,,,,
138,29,762,102,3,306,,,,,,,,,
139,30,407,113,2,226,,,,,,,,,
140,30,325,108,2,216,,,,,,,,,
141,30,2,114,1,114,,,,,,,,,
142,30,411,113,2,226,,,,,,,,,
143,30,1167,98,1,98,,,,,,,,,
144,30,462,110,3,330,,,,,,,,,
145,31,484,110,2,220,,,,,,,,,
146,31,1071,94,1,94,,,,,,,,,
147,31,1245,91,1,91,,,,,,,,,
148,32,1096,99,3,297,,,,,,,,,
149,32,323,108,1,108,,,,,,,,,
150,32,22,114,3,342,,,,,,,,,
151,33,486,110,2,220,,,,,,,,,
152,33,1173,98,3,294,,,,,,,,,
153,33,322,108,3,324,,,,,,,,,
154,33,955,119,3,357,,,,,,,,,
155,33,511,109,2,218,,,,,,,,,
156,34,817,95,2,190,,,,,,,,,
157,34,555,113,1,113,,,,,,,,,
158,34,775,114,3,342,,,,,,,,,
159,34,62,119,1,119,,,,,,,,,
160,35,991,111,2,222,,,,,,,,,
161,35,527,113,1,113,,,,,,,,,
162,35,1257,91,2,182,,,,,,,,,
163,35,1043,95,1,95,,,,,,,,,
164,35,549,113,1,113,,,,,,,,,
165,35,302,93,1,93,,,,,,,,,
166,35,671,119,3,357,,,,,,,,,
167,36,675,119,1,119,,,,,,,,,
168,36,636,115,3,345,,,,,,,,,
169,36,37,119,2,238,,,,,,,,,
170,36,831,95,2,190,,,,,,,,,
171,36,737,102,2,204,,,,,,,,,
172,36,203,112,1,112,,,,,,,,,
173,37,809,95,3,285,,,,,,,,,
174,37,995,111,3,333,,,,,,,,,
175,37,605,118,3,354,,,,,,,,,
176,37,608,118,2,236,,,,,,,,,
177,37,645,115,2,230,,,,,,,,,
178,38,1015,95,2,190,,,,,,,,,
179,38,503,109,1,109,,,,,,,,,
180,38,138,115,2,230,,,,,,,,,
181,39,621,118,2,236,,,,,,,,,
182,39,338,108,2,216,,,,,,,,,
183,39,148,116,3,348,,,,,,,,,
184,39,631,115,3,345,,,,,,,,,
185,39,916,104,1,104,,,,,,,,,
186,39,317,108,2,216,,,,,,,,,
187,39,49,119,1,119,,,,,,,,,
188,39,1030,95,2,190,,,,,,,,,
189,39,892,113,3,339,,,,,,,,,
190,39,20,114,2,228,,,,,,,,,
191,40,333,108,2,216,,,,,,,,,
192,40,650,115,1,115,,,,,,,,,
193,40,479,110,3,330,,,,,,,,,
194,40,688,119,3,357,,,,,,,,,
195,41,1012,111,1,111,,,,,,,,,
196,41,730,112,1,112,,,,,,,,,
197,41,579,90,3,270,,,,,,,,,
198,42,866,100,1,100,,,,,,,,,
199,42,978,119,2,238,,,,,,,,,
200,42,330,108,1,108,,,,,,,,,
201,42,1225,91,1,91,,,,,,,,,
202,43,1146,106,2,212,,,,,,,,,
203,43,586,90,1,90,,,,,,,,,
204,43,134,115,3,345,,,,,,,,,
205,44,368,92,2,184,,,,,,,,,
206,44,1127,106,2,212,,,,,,,,,
207,44,595,118,1,118,,,,,,,,,
208,44,1076,94,1,94,,,,,,,,,
209,44,704,112,1,112,,,,,,,,,
210,45,476,110,1,110,,,,,,,,,
211,45,705,112,3,336,,,,,,,,,
212,45,1037,95,2,190,,,,,,,,,
213,45,345,108,3,324,,,,,,,,,
214,45,1253,91,2,182,,,,,,,,,
215,45,1258,91,1,91,,,,,,,,,
216,46,666,119,3,357,,,,,,,,,
217,46,498,109,1,109,,,,,,,,,
218,46,316,108,3,324,,,,,,,,,
219,47,664,115,2,230,,,,,,,,,
220,47,823,95,2,190,,,,,,,,,
221,47,777,114,1,114,,,,,,,,,
222,47,78,96,2,192,,,,,,,,,
223,47,1089,99,3,297,,,,,,,,,
224,48,960,119,1,119,,,,,,,,,
225,48,683,119,3,357,,,,,,,,,
226,49,40,119,3,357,,,,,,,,,
227,49,1044,95,2,190,,,,,,,,,
228,49,773,114,1,114,,,,,,,,,
229,50,457,110,3,330,,,,,,,,,
230,50,339,108,1,108,,,,,,,,,
231,50,1098,99,3,297,,,,,,,,,
232,50,1051,94,2,188,,,,,,,,,
233,50,1033,95,3,285,,,,,,,,,
234,50,429,92,1,92,,,,,,,,,
235,51,668,119,1,119,,,,,,,,,
236,51,968,119,3,357,,,,,,,,,
237,51,1071,94,2,188,,,,,,,,,
238,52,491,109,3,327,,,,,,,,,
239,52,1101,99,3,297,,,,,,,,,
240,52,1141,106,1,106,,,,,,,,,
241,52,14,114,2,228,,,,,,,,,
242,53,825,95,3,285,,,,,,,,,
243,53,56,119,1,119,,,,,,,,,
244,53,92,96,1,96,,,,,,,,,
245,54,843,100,2,200,,,,,,,,,
246,54,974,119,2,238,,,,,,,,,
247,54,268,117,1,117,,,,,,,,,
248,54,512,109,2,218,,,,,,,,,
249,55,717,112,1,112,,,,,,,,,
250,56,1061,94,1,94,,,,,,,,,
251,56,879,113,3,339,,,,,,,,,
252,56,469,110,1,110,,,,,,,,,
253,56,610,118,3,354,,,,,,,,,
254,56,968,119,2,238,,,,,,,,,
255,57,1078,94,2,188,,,,,,,,,
256,57,1148,106,3,318,,,,,,,,,
257,57,808,95,1,95,,,,,,,,,
258,58,1073,94,3,282,,,,,,,,,
259,58,883,113,2,226,,,,,,,,,
260,59,928,104,1,104,,,,,,,,,
261,59,682,119,2,238,,,,,,,,,
262,59,786,114,1,114,,,,,,,,,
263,60,1054,94,2,188,,,,,,,,,
264,60,926,104,1,104,,,,,,,,,
265,60,590,90,1,90,,,,,,,,,
266,60,203,112,3,336,,,,,,,,,
267,60,913,104,1,104,,,,,,,,,
268,60,451,92,3,276,,,,,,,,,
269,61,1163,98,1,98,,,,,,,,,
270,61,210,105,1,105,,,,,,,,,
271,61,1180,98,1,98,,,,,,,,,
272,61,710,112,3,336,,,,,,,,,
273,61,316,108,2,216,,,,,,,,,
274,62,1045,95,2,190,,,,,,,,,
275,62,1192,90,2,180,,,,,,,,,
276,63,327,108,3,324,,,,,,,,,
277,63,975,119,2,238,,,,,,,,,
278,63,360,92,2,184,,,,,,,,,
279,63,208,112,1,112,,,,,,,,,
280,64,801,114,2,228,,,,,,,,,
281,64,623,118,2,236,,,,,,,,,
282,64,1012,111,1,111,,,,,,,,,
283,64,680,119,2,238,,,,,,,,,
284,65,1184,98,3,294,,,,,,,,,
285,65,744,102,3,306,,,,,,,,,
286,66,947,119,3,357,,,,,,,,,
287,66,847,100,1,100,,,,,,,,,
288,66,810,95,3,285,,,,,,,,,
289,66,465,110,2,220,,,,,,,,,
290,66,125,115,2,230,,,,,,,,,
291,66,728,112,1,112,,,,,,,,,
292,66,901,113,2,226,,,,,,,,,
293,66,672,119,2,238,,,,,,,,,
294,66,163,116,3,348,,,,,,,,,
295,66,942,104,1,104,,,,,,,,,
296,67,1038,95,2,190,,,,,,,,,
297,67,798,114,2,228,,,,,,,,,
298,67,453,92,2,184,,,,,,,,,
299,68,64,119,1,119,,,,,,,,,
300,68,436,92,2,184,,,,,,,,,
301,68,1029,95,1,95,,,,,,,,,
302,68,78,96,1,96,,,,,,,,,
303,69,103,96,1,96,,,,,,,,,
304,69,175,112,3,336,,,,,,,,,
305,69,1059,94,1,94,,,,,,,,,
306,69,1210,90,2,180,,,,,,,,,
307,69,817,95,2,190,,,,,,,,,
308,69,616,118,3,354,,,,,,,,,
309,70,593,90,1,90,,,,,,,,,
310,71,1100,99,1,99,,,,,,,,,
311,71,230,105,2,210,,,,,,,,,
312,72,1028,95,2,190,,,,,,,,,
313,72,548,113,2,226,,,,,,,,,
314,72,71,96,2,192,,,,,,,,,
315,72,596,118,2,236,,,,,,,,,
316,73,467,110,3,330,,,,,,,,,
317,73,1135,106,1,106,,,,,,,,,
318,73,1014,111,1,111,,,,,,,,,
319,73,1188,98,3,294,,,,,,,,,
320,73,70,96,2,192,,,,,,,,,
321,74,507,109,2,218,,,,,,,,,
322,74,311,93,2,186,,,,,,,,,
323,74,85,96,2,192,,,,,,,,,
324,75,571,90,2,180,,,,,,,,,
325,75,395,113,3,339,,,,,,,,,
326,75,604,118,3,354,,,,,,,,,
327,76,452,92,1,92,,,,,,,,,
328,76,1083,94,2,188,,,,,,,,,
329,76,214,105,1,105,,,,,,,,,
330,76,1158,98,1,98,,,,,,,,,
331,76,1132,106,1,106,,,,,,,,,
332,76,1067,94,3,282,,,,,,,,,
333,76,842,100,2,200,,,,,,,,,
334,77,81,96,3,288,,,,,,,,,
335,77,672,119,1,119,,,,,,,,,
336,77,390,113,3,339,,,,,,,,,
337,77,614,118,1,118,,,,,,,,,
338,77,535,113,3,339,,,,,,,,,
339,77,1165,98,2,196,,,,,,,,,
340,77,364,92,1,92,,,,,,,,,
341,77,1221,90,1,90,,,,,,,,,
342,77,878,113,3,339,,,,,,,,,
343,77,782,114,3,342,,,,,,,,,
344,77,819,95,3,285,,,,,,,,,
345,77,577,90,2,180,,,,,,,,,
346,78,733,112,3,336,,,,,,,,,
347,78,1086,99,2,198,,,,,,,,,
348,78,1001,111,2,222,,,,,,,,,
349,79,481,110,2,220,,,,,,,,,
350,79,499,109,1,109,,,,,,,,,
351,79,1244,91,3,273,,,,,,,,,
352,79,947,119,1,119,,,,,,,,,
353,80,21,114,2,228,,,,,,,,,
354,80,978,119,2,238,,,,,,,,,
355,81,55,119,3,357,,,,,,,,,
356,81,987,111,2,222,,,,,,,,,
357,81,1175,98,1,98,,,,,,,,,
358,81,142,116,1,116,,,,,,,,,
359,81,143,116,3,348,,,,,,,,,
360,81,626,118,1,118,,,,,,,,,
361,82,599,118,2,236,,,,,,,,,
362,82,528,113,3,339,,,,,,,,,
363,82,757,102,1,102,,,,,,,,,
364,82,1042,95,3,285,,,,,,,,,
365,82,676,119,2,238,,,,,,,,,
366,82,239,105,3,315,,,,,,,,,
367,83,588,90,1,90,,,,,,,,,
368,83,88,96,1,96,,,,,,,,,
369,83,260,117,2,234,,,,,,,,,
370,84,1074,94,1,94,,,,,,,,,
371,84,371,92,3,276,,,,,,,,,
372,84,191,112,2,224,,,,,,,,,
373,85,442,92,1,92,,,,,,,,,
374,85,379,92,1,92,,,,,,,,,
375,85,613,118,3,354,,,,,,,,,
376,86,572,90,2,180,,,,,,,,,
377,87,98,96,3,288,,,,,,,,,
378,87,276,117,1,117,,,,,,,,,
379,87,278,117,2,234,,,,,,,,,
380,87,174,116,2,232,,,,,,,,,
381,88,126,115,1,115,,,,,,,,,
382,88,862,100,3,300,,,,,,,,,
383,88,407,113,1,113,,,,,,,,,
384,88,86,96,2,192,,,,,,,,,
385,88,770,114,2,228,,,,,,,,,
386,88,915,104,2,208,,,,,,,,,
387,88,1221,90,2,180,,,,,,,,,
388,89,271,117,1,117,,,,,,,,,
389,89,818,95,2,190,,,,,,,,,
390,89,549,113,1,113,,,,,,,,,
391,89,520,109,3,327,,,,,,,,,
392,89,545,113,1,113,,,,,,,,,
393,90,134,115,3,345,,,,,,,,,
394,90,19,114,2,228,,,,,,,,,
395,90,746,102,2,204,,,,,,,,,
396,90,1129,106,3,318,,,,,,,,,
397,90,50,119,3,357,,,,,,,,,
398,90,641,115,1,115,,,,,,,,,
399,91,1128,106,1,106,,,,,,,,,
400,91,371,92,1,92,,,,,,,,,
401,91,224,105,3,315,,,,,,,,,
402,91,498,109,3,327,,,,,,,,,
403,91,1045,95,3,285,,,,,,,,,
404,92,434,92,3,276,,,,,,,,,
405,92,994,111,3,333,,,,,,,,,
406,92,234,105,2,210,,,,,,,,,
407,92,991,111,3,333,,,,,,,,,
408,93,1247,91,3,273,,,,,,,,,
409,93,1259,91,3,273,,,,,,,,,
410,94,883,113,2,226,,,,,,,,,
411,94,1073,94,3,282,,,,,,,,,
412,94,212,105,2,210,,,,,,,,,
413,94,458,110,3,330,,,,,,,,,
414,94,939,104,2,208,,,,,,,,,
415,95,1168,98,3,294,,,,,,,,,
416,95,444,92,1,92,,,,,,,,,
417,95,497,109,2,218,,,,,,,,,
418,95,1167,98,2,196,,,,,,,,,
419,95,415,113,3,339,,,,,,,,,
420,95,426,92,2,184,,,,,,,,,
421,95,1091,99,1,99,,,,,,,,,
422,95,742,102,2,204,,,,,,,,,
423,96,1025,95,2,190,,,,,,,,,
424,96,1123,106,1,106,,,,,,,,,
425,96,345,108,2,216,,,,,,,,,
426,96,395,113,1,113,,,,,,,,,
427,96,1223,90,2,180,,,,,,,,,
428,96,940,104,1,104,,,,,,,,,
429,97,120,115,1,115,,,,,,,,,
430,97,541,113,1,113,,,,,,,,,
431,97,856,100,3,300,,,,,,,,,
432,97,1183,98,1,98,,,,,,,,,
433,97,307,93,3,279,,,,,,,,,
434,97,1209,90,3,270,,,,,,,,,
435,97,545,113,1,113,,,,,,,,,
436,97,476,110,1,110,,,,,,,,,
437,98,1022,95,2,190,,,,,,,,,
438,98,431,92,2,184,,,,,,,,,
439,98,943,104,1,104,,,,,,,,,
440,98,1103,99,1,99,,,,,,,,,
441,98,982,111,3,333,,,,,,,,,
442,98,645,115,1,115,,,,,,,,,
443,99,1238,91,2,182,,,,,,,,,
444,99,159,116,3,348,,,,,,,,,
445,99,26,114,1,114,,,,,,,,,
446,99,485,110,2,220,,,,,,,,,
447,99,353,92,2,184,,,,,,,,,
448,100,458,110,2,220,,,,,,,,,
449,100,1083,94,2,188,,,,,,,,,
450,100,471,110,2,220,,,,,,,,,
451,100,138,115,3,345,,,,,,,,,
452,100,470,110,1,110,,,,,,,,,
453,100,373,92,2,184,,,,,,,,,
454,100,392,113,3,339,,,,,,,,,
455,100,1242,91,1,91,,,,,,,,,
456,101,643,115,3,345,,,,,,,,,
457,101,1216,90,1,90,,,,,,,,,
458,101,1113,99,1,99,,,,,,,,,
459,101,474,110,3,330,,,,,,,,,
460,101,1119,99,3,297,,,,,,,,,
461,102,332,108,3,324,,,,,,,,,
462,103,772,114,1,114,,,,,,,,,
463,103,756,102,3,306,,,,,,,,,
464,103,159,116,1,116,,,,,,,,,
465,103,663,115,3,345,,,,,,,,,
466,103,740,102,3,306,,,,,,,,,
467,103,549,113,2,226,,,,,,,,,
468,103,9,114,2,228,,,,,,,,,
469,103,78,96,3,288,,,,,,,,,
470,104,1182,98,1,98,,,,,,,,,
471,104,67,119,3,357,,,,,,,,,
472,104,1066,94,1,94,,,,,,,,,
473,104,927,104,3,312,,,,,,,,,
474,104,385,113,1,113,,,,,,,,,
475,104,1098,99,2,198,,,,,,,,,
476,105,269,117,2,234,,,,,,,,,
477,105,929,104,1,104,,,,,,,,,
478,106,639,115,2,230,,,,,,,,,
479,106,1069,94,3,282,,,,,,,,,
480,106,1105,99,3,297,,,,,,,,,
481,107,39,119,2,238,,,,,,,,,
482,107,388,113,1,113,,,,,,,,,
483,107,349,108,2,216,,,,,,,,,
484,107,203,112,3,336,,,,,,,,,
485,107,882,113,1,113,,,,,,,,,
486,107,242,105,2,210,,,,,,,,,
487,108,707,112,3,336,,,,,,,,,
488,108,155,116,3,348,,,,,,,,,
489,108,1193,90,3,270,,,,,,,,,
490,108,505,109,1,109,,,,,,,,,
491,108,1214,90,3,270,,,,,,,,,
492,108,685,119,2,238,,,,,,,,,
493,108,555,113,2,226,,,,,,,,,
494,108,394,113,3,339,,,,,,,,,
495,109,248,117,3,351,,,,,,,,,
496,109,1108,99,2,198,,,,,,,,,
497,109,1072,94,1,94,,,,,,,,,
498,109,586,90,1,90,,,,,,,,,
499,110,687,119,2,238,,,,,,,,,
500,110,818,95,1,95,,,,,,,,,
501,110,891,113,1,113,,,,,,,,,
502,110,1144,106,1,106,,,,,,,,,
503,110,647,115,3,345,,,,,,,,,
504,111,306,93,1,93,,,,,,,,,
505,111,186,112,1,112,,,,,,,,,
506,111,1056,94,2,188,,,,,,,,,
507,111,1031,95,3,285,,,,,,,,,
508,111,660,115,3,345,,,,,,,,,
509,111,1091,99,1,99,,,,,,,,,
510,112,401,113,2,226,,,,,,,,,
511,112,1166,98,1,98,,,,,,,,,
512,112,884,113,3,339,,,,,,,,,
513,112,755,102,2,204,,,,,,,,,
514,112,259,117,1,117,,,,,,,,,
515,112,1245,91,1,91,,,,,,,,,
516,113,760,102,3,306,,,,,,,,,
517,113,1236,91,3,273,,,,,,,,,
518,113,153,116,2,232,,,,,,,,,
519,113,979,119,3,357,,,,,,,,,
520,113,172,116,3,348,,,,,,,,,
521,113,562,90,3,270,,,,,,,,,
522,113,1030,95,2,190,,,,,,,,,
523,113,90,96,2,192,,,,,,,,,
524,113,533,113,1,113,,,,,,,,,
525,113,640,115,1,115,,,,,,,,,
526,114,922,104,2,208,,,,,,,,,
527,114,260,117,2,234,,,,,,,,,
528,114,997,111,3,333,,,,,,,,,
529,114,740,102,1,102,,,,,,,,,
530,114,991,111,3,333,,,,,,,,,
531,114,965,119,2,238,,,,,,,,,
532,114,171,116,1,116,,,,,,,,,
533,115,249,117,3,351,,,,,,,,,
534,115,1196,90,1,90,,,,,,,,,
535,115,539,113,1,113,,,,,,,,,
536,115,984,111,1,111,,,,,,,,,
537,116,370,92,1,92,,,,,,,,,
538,116,621,118,2,236,,,,,,,,,
539,117,405,113,2,226,,,,,,,,,
540,117,765,102,1,102,,,,,,,,,
541,117,890,113,3,339,,,,,,,,,
542,117,532,113,1,113,,,,,,,,,
543,117,462,110,3,330,,,,,,,,,
544,117,522,109,1,109,,,,,,,,,
545,118,360,92,1,92,,,,,,,,,
546,118,99,96,1,96,,,,,,,,,
547,118,110,115,1,115,,,,,,,,,
548,118,603,118,2,236,,,,,,,,,
549,119,551,113,2,226,,,,,,,,,
550,119,911,104,1,104,,,,,,,,,
551,119,66,119,1,119,,,,,,,,,
552,119,63,119,1,119,,,,,,,,,
553,120,1231,91,1,91,,,,,,,,,
554,120,340,108,2,216,,,,,,,,,
555,120,881,113,2,226,,,,,,,,,
556,120,560,90,1,90,,,,,,,,,
557,120,11,114,2,228,,,,,,,,,
558,120,395,113,3,339,,,,,,,,,
559,121,920,104,2,208,,,,,,,,,
560,121,58,119,1,119,,,,,,,,,
561,121,568,90,2,180,,,,,,,,,
562,121,1200,90,1,90,,,,,,,,,
563,121,60,119,2,238,,,,,,,,,
564,121,266,117,2,234,,,,,,,,,
565,121,1222,90,3,270,,,,,,,,,
566,121,1126,106,1,106,,,,,,,,,
567,122,1015,95,3,285,,,,,,,,,
568,122,616,118,1,118,,,,,,,,,
569,122,258,117,1,117,,,,,,,,,
570,122,712,112,2,224,,,,,,,,,
571,123,616,118,1,118,,,,,,,,,
572,123,724,112,2,224,,,,,,,,,
573,123,700,112,3,336,,,,,,,,,
574,123,553,113,2,226,,,,,,,,,
575,123,958,119,2,238,,,,,,,,,
576,123,1065,94,2,188,,,,,,,,,
577,123,108,115,2,230,,,,,,,,,
578,123,75,96,1,96,,,,,,,,,
579,123,361,92,3,276,,,,,,,,,
580,124,352,92,2,184,,,,,,,,,
581,124,563,90,1,90,,,,,,,,,
582,124,647,115,1,115,,,,,,,,,
583,124,572,90,2,180,,,,,,,,,
584,124,32,114,3,342,,,,,,,,,
585,124,200,112,3,336,,,,,,,,,
586,124,1199,90,2,180,,,,,,,,,
587,124,137,115,3,345,,,,,,,,,
588,124,1058,94,3,282,,,,,,,,,
589,124,640,115,1,115,,,,,,,,,
590,125,586,90,1,90,,,,,,,,,
591,125,1223,90,1,90,,,,,,,,,
592,126,678,119,1,119,,,,,,,,,
593,126,312,93,2,186,,,,,,,,,
594,126,444,92,2,184,,,,,,,,,
595,126,33,114,2,228,,,,,,,,,
596,126,613,118,2,236,,,,,,,,,
597,126,310,93,3,279,,,,,,,,,
598,127,384,92,3,276,,,,,,,,,
599,127,539,113,3,339,,,,,,,,,
600,127,1138,106,1,106,,,,,,,,,
601,127,34,114,1,114,,,,,,,,,
602,127,542,113,1,113,,,,,,,,,
603,127,477,110,2,220,,,,,,,,,
604,127,328,108,2,216,,,,,,,,,
605,127,121,115,1,115,,,,,,,,,
606,128,674,119,3,357,,,,,,,,,
607,128,240,105,3,315,,,,,,,,,
608,128,1002,111,2,222,,,,,,,,,
609,128,322,108,2,216,,,,,,,,,
610,128,814,95,3,285,,,,,,,,,
611,128,185,112,1,112,,,,,,,,,
612,128,787,114,2,228,,,,,,,,,
613,129,1026,95,2,190,,,,,,,,,
614,129,570,90,1,90,,,,,,,,,
615,129,872,100,2,200,,,,,,,,,
616,130,250,117,1,117,,,,,,,,,
617,131,215,105,3,315,,,,,,,,,
618,131,535,113,1,113,,,,,,,,,
619,131,865,100,2,200,,,,,,,,,
620,131,1142,106,2,212,,,,,,,,,
621,131,517,109,1,109,,,,,,,,,
622,132,420,92,1,92,,,,,,,,,
623,132,207,112,2,224,,,,,,,,,
624,132,979,119,1,119,,,,,,,,,
625,132,1227,91,2,182,,,,,,,,,
626,132,658,115,3,345,,,,,,,,,
627,133,523,109,1,109,,,,,,,,,
628,133,942,104,2,208,,,,,,,,,
629,133,374,92,3,276,,,,,,,,,
630,134,770,114,1,114,,,,,,,,,
631,134,516,109,2,218,,,,,,,,,
632,134,989,111,2,222,,,,,,,,,
633,134,407,113,2,226,,,,,,,,,
634,134,840,100,2,200,,,,,,,,,
635,134,185,112,2,224,,,,,,,,,
636,134,653,115,3,345,,,,,,,,,
637,134,1194,90,1,90,,,,,,,,,
638,135,106,115,1,115,,,,,,,,,
639,135,730,112,2,224,,,,,,,,,
640,135,654,115,2,230,,,,,,,,,
641,135,376,92,1,92,,,,,,,,,
642,136,816,95,2,190,,,,,,,,,
643,136,174,116,3,348,,,,,,,,,
644,136,582,90,3,270,,,,,,,,,
645,137,1137,106,1,106,,,,,,,,,
646,137,175,112,1,112,,,,,,,,,
647,137,826,95,1,95,,,,,,,,,
648,137,236,105,3,315,,,,,,,,,
649,138,51,119,2,238,,,,,,,,,
650,138,518,109,3,327,,,,,,,,,
651,138,2,114,2,228,,,,,,,,,
652,138,1065,94,1,94,,,,,,,,,
653,138,383,92,2,184,,,,,,,,,
654,139,521,109,2,218,,,,,,,,,
655,139,428,92,1,92,,,,,,,,,
